order_id,sku_id,store_id,platform,order_date,payment_amount,quantity,user_id,is_coupon_used,raw_import_time
ORD20250125000052,SKU0076,STORE002,WeChat,2025-01-25,1149.73,2,USER00012,0,2026-01-04 11:53:23
ORD20250424000053,SKU0080,STORE015,JD,2025-04-24,478.37,3,USER00176,0,2026-01-02 18:43:35
ORD20250831000054,SKU0058,STORE002,WeChat,2025-08-31,2548.71,5,USER00149,1,2026-01-01 20:08:56
ORD20250618000055,SKU0077,STORE002,JD,2025-06-18,145.28,1,USER00200,1,2026-01-06 20:07:45
ORD20250720000056,SKU0017,STORE004,PDD,2025-07-20,717.75,2,USER00071,0,2026-01-08 19:56:14
ORD20250721000057,SKU0079,STORE002,WeChat,2025-07-21,30.09,1,USER00107,0,2026-01-04 08:52:05
ORD20250711000058,SKU0042,STORE010,JD,2025-07-11,950.50,2,USER00218,0,2026-01-07 09:14:21
ORD20250929000059,SKU0038,STORE008,Tmall,2025-09-29,979.27,2,USER00231,0,2026-01-07 21:02:52
ORD20250302000060,SKU0026,STORE016,PDD,2025-03-02,330.65,2,USER00095,0,2026-01-08 14:15:07
ORD20251122000061,SKU0065,STORE015,Douyin,2025-11-22,537.40,1,USER00040,0,2026-01-01 08:17:07
ORD20250527000062,SKU0040,STORE006,Tmall,2025-05-27,767.74,1,USER00275,1,2026-01-02 02:01:08
ORD20251106000063,SKU0075,STORE012,PDD,2025-11-06,1872.85,2,USER00138,0,2026-01-03 04:01:53
ORD20250620000064,SKU0057,STORE012,JD,2025-06-20,537.00,1,USER00214,1,2026-01-06 17:41:03
ORD20250611000065,SKU0045,STORE018,JD,2025-06-11,138.44,1,USER00224,1,2026-01-02 04:52:10
ORD20250823000066,SKU0077,STORE007,PDD,2025-08-23,335.05,3,USER00253,1,2026-01-10 01:44:38
ORD20250808000067,SKU0019,STORE008,JD,2025-08-08,309.04,1,USER00185,0,2026-01-01 09:31:31
ORD20251201000068,SKU0009,STORE010,Taobao,2025-12-01,996.50,2,USER00190,0,2026-01-01 15:14:34
ORD20250830000069,SKU0001,STORE011,Taobao,2025-08-30,145.61,1,USER00173,0,2026-01-08 17:54:18
ORD20250703000070,SKU0040,STORE001,Tmall,2025-07-03,2680.66,3,USER00171,0,2026-01-03 01:05:20
ORD20251004000071,SKU0003,STORE011,Tmall,2025-10-04,964.69,1,USER00011,0,2026-01-01 00:10:17
ORD20250208000072,SKU0069,STORE017,PDD,2025-02-08,364.62,1,USER00289,0,2026-01-06 06:01:44
ORD20251126000073,SKU0035,STORE004,JD,2025-11-26,1656.56,2,USER00022,0,2026-01-07 03:17:38
ORD20250626000074,SKU0068,STORE019,JD,2025-06-26,169.32,1,USER00004,1,2026-01-06 14:35:21
ORD20250513000075,SKU0051,STORE006,PDD,2025-05-13,1066.54,2,USER00113,1,2026-01-03 22:13:03
ORD20250730000076,SKU0055,STORE005,Tmall,2025-07-30,1918.25,3,USER00078,1,2026-01-10 00:49:29
ORD20250106000077,SKU0057,STORE001,Tmall,2025-01-06,663.19,1,USER00145,0,2026-01-06 03:46:05
ORD20251214000078,SKU0005,STORE007,Douyin,2025-12-14,914.95,1,USER00264,0,2026-01-08 17:03:48
ORD20250818000079,SKU0033,STORE017,Tmall,2025-08-18,404.29,1,USER00039,1,2026-01-04 06:49:36
ORD20250427000080,SKU0010,STORE013,Tmall,2025-04-27,1590.00,3,USER00243,0,2026-01-01 02:38:25
ORD20250722000081,SKU0037,STORE009,Tmall,2025-07-22,362.43,1,USER00285,1,2026-01-09 08:08:02
ORD20250909000082,SKU0031,STORE004,JD,2025-09-09,373.00,1,USER00176,0,2026-01-08 11:09:10
ORD20250512000083,SKU0062,STORE009,JD,2025-05-12,148.68,1,USER00286,1,2026-01-07 18:49:55
ORD20250215000084,SKU0033,STORE014,Tmall,2025-02-15,1484.21,3,USER00264,0,2026-01-09 08:12:46
ORD20250923000085,SKU0013,STORE016,PDD,2025-09-23,3461.14,5,USER00228,1,2026-01-07 21:57:52
ORD20251108000086,SKU0058,STORE020,PDD,2025-11-08,2643.08,5,USER00260,0,2026-01-08 22:31:01
ORD20250521000087,SKU0076,STORE020,Douyin,2025-05-21,1189.53,2,USER00228,0,2026-01-09 09:23:50
ORD20250727000088,SKU0046,STORE001,Tmall,2025-07-27,560.47,1,USER00172,0,2026-01-08 02:17:07
ORD20250815000089,SKU0048,STORE006,PDD,2025-08-15,1476.83,3,USER00180,0,2026-01-05 12:07:05
ORD20251005000090,SKU0057,STORE015,Tmall,2025-10-05,730.40,1,USER00273,0,2026-01-01 11:51:47
ORD20250314000091,SKU0072,STORE014,JD,2025-03-14,1093.54,2,USER00068,1,2026-01-05 19:16:00
ORD20250506000092,SKU0031,STORE019,WeChat,2025-05-06,1548.53,5,USER00232,1,2026-01-03 16:37:22
ORD20250504000093,SKU0070,STORE005,Taobao,2025-05-04,2563.12,3,USER00154,1,2026-01-03 07:14:56
ORD20250610000094,SKU0050,STORE008,PDD,2025-06-10,708.86,1,USER00297,1,2026-01-09 05:16:53
ORD20251024000095,SKU0073,STORE015,PDD,2025-10-24,523.64,1,USER00105,0,2026-01-09 16:02:31
ORD20250430000096,SKU0044,STORE014,Douyin,2025-04-30,748.80,4,USER00105,0,2026-01-01 21:33:00
ORD20251108000097,SKU0035,STORE020,Tmall,2025-11-08,3041.64,4,USER00152,1,2026-01-03 13:22:11
ORD20250117000098,SKU0062,STORE015,PDD,2025-01-17,172.68,1,USER00198,0,2026-01-05 09:12:44
ORD20250304000099,SKU0036,STORE008,PDD,2025-03-04,1880.65,2,USER00062,0,2026-01-02 15:47:47
ORD20250723000100,SKU0079,STORE005,JD,2025-07-23,30.36,1,USER00088,0,2026-01-03 07:28:51
ORD20250416000101,SKU0078,STORE015,JD,2025-04-16,714.41,1,USER00092,0,2026-01-01 02:03:52
ORD20250714000102,SKU0007,STORE011,PDD,2025-07-14,552.47,1,USER00115,1,2026-01-03 12:40:03
ORD20250731000103,SKU0046,STORE012,JD,2025-07-31,392.79,1,USER00091,1,2026-01-04 02:12:30
ORD20250118000104,SKU0033,STORE018,PDD,2025-01-18,1490.19,4,USER00264,1,2026-01-09 03:10:31
ORD20250524000105,SKU0058,STORE007,JD,2025-05-24,580.63,1,USER00145,0,2026-01-05 07:53:12
ORD20250925000106,SKU0076,STORE012,PDD,2025-09-25,612.21,1,USER00259,0,2026-01-09 16:18:58
ORD20250909000107,SKU0064,STORE005,Taobao,2025-09-09,1802.65,2,USER00060,0,2026-01-05 10:25:57
ORD20250205000108,SKU0080,STORE011,JD,2025-02-05,122.02,1,USER00286,1,2026-01-04 11:10:05
ORD20250925000109,SKU0044,STORE020,Tmall,2025-09-25,517.18,3,USER00040,0,2026-01-03 09:27:51
ORD20250513000110,SKU0007,STORE003,Taobao,2025-05-13,1457.99,2,USER00275,0,2026-01-04 11:01:18
ORD20250512000111,SKU0067,STORE002,Douyin,2025-05-12,388.38,1,USER00200,0,2026-01-06 21:15:47
ORD20250529000112,SKU0080,STORE010,Tmall,2025-05-29,639.98,5,USER00132,1,2026-01-01 20:32:15
ORD20250522000113,SKU0014,STORE010,Tmall,2025-05-22,148.35,1,USER00161,0,2026-01-04 10:15:14
ORD20250313000114,SKU0053,STORE003,PDD,2025-03-13,689.83,1,USER00201,1,2026-01-02 14:16:21
ORD20250121000115,SKU0027,STORE011,Douyin,2025-01-21,394.19,1,USER00064,1,2026-01-01 06:36:26
ORD20251112000116,SKU0046,STORE005,Douyin,2025-11-12,489.69,1,USER00102,1,2026-01-06 18:09:21
ORD20250224000117,SKU0075,STORE013,JD,2025-02-24,761.25,1,USER00279,1,2026-01-06 07:39:20
ORD20251008000118,SKU0040,STORE006,Taobao,2025-10-08,943.59,1,USER00083,0,2026-01-09 04:03:54
ORD20250825000119,SKU0006,STORE003,JD,2025-08-25,459.78,1,USER00288,0,2026-01-09 13:48:47
ORD20250629000120,SKU0067,STORE003,Taobao,2025-06-29,334.46,1,USER00016,1,2026-01-08 09:38:44
ORD20250123000121,SKU0004,STORE003,WeChat,2025-01-23,2602.55,3,USER00260,0,2026-01-09 12:04:47
ORD20251219000122,SKU0068,STORE019,Taobao,2025-12-19,186.88,1,USER00227,1,2026-01-05 01:20:14
ORD20250221000123,SKU0032,STORE001,Taobao,2025-02-21,551.94,1,USER00282,0,2026-01-06 13:45:36
ORD20250502000124,SKU0015,STORE016,JD,2025-05-02,207.95,1,USER00117,0,2026-01-02 14:28:28
ORD20250103000125,SKU0066,STORE001,Douyin,2025-01-03,744.22,1,USER00119,0,2026-01-09 12:49:20
ORD20250729000126,SKU0015,STORE012,PDD,2025-07-29,389.76,2,USER00279,0,2026-01-06 19:38:18
ORD20250806000127,SKU0046,STORE011,Tmall,2025-08-06,562.47,1,USER00279,0,2026-01-10 14:12:58
ORD20251227000128,SKU0045,STORE018,JD,2025-12-27,176.23,1,USER00047,1,2026-01-05 08:07:04
ORD20250912000129,SKU0004,STORE015,PDD,2025-09-12,3069.54,3,USER00212,0,2026-01-08 23:11:45
ORD20251105000130,SKU0008,STORE018,Tmall,2025-11-05,930.73,2,USER00129,0,2026-01-09 17:32:26
ORD20250728000131,SKU0063,STORE006,JD,2025-07-28,2304.64,3,USER00239,0,2026-01-09 15:31:17
ORD20251001000132,SKU0013,STORE017,Taobao,2025-10-01,1502.83,2,USER00267,1,2026-01-09 00:22:30
ORD20250826000133,SKU0014,STORE018,PDD,2025-08-26,147.87,1,USER00260,0,2026-01-04 20:17:08
ORD20251222000134,SKU0072,STORE003,WeChat,2025-12-22,585.28,1,USER00252,0,2026-01-09 22:26:55
ORD20250630000135,SKU0079,STORE003,Taobao,2025-06-30,32.75,1,USER00290,0,2026-01-01 01:21:45
ORD20250604000136,SKU0021,STORE008,Taobao,2025-06-04,1357.03,3,USER00236,0,2026-01-07 10:52:20
ORD20251017000137,SKU0061,STORE005,Douyin,2025-10-17,67.19,1,USER00253,0,2026-01-05 12:03:25
ORD20250603000138,SKU0026,STORE001,PDD,2025-06-03,119.24,1,USER00073,1,2026-01-04 07:46:20
ORD20250219000139,SKU0073,STORE001,Douyin,2025-02-19,464.52,1,USER00238,0,2026-01-06 12:00:31
ORD20250310000140,SKU0079,STORE003,WeChat,2025-03-10,27.88,1,USER00250,0,2026-01-08 18:37:40
ORD20250220000141,SKU0010,STORE012,Taobao,2025-02-20,1059.29,2,USER00109,0,2026-01-06 09:39:09
ORD20250421000142,SKU0013,STORE003,JD,2025-04-21,2511.36,4,USER00250,1,2026-01-02 19:10:31
ORD20250913000143,SKU0059,STORE007,Taobao,2025-09-13,1024.90,2,USER00021,0,2026-01-07 19:43:21
ORD20250410000144,SKU0044,STORE008,Tmall,2025-04-10,462.97,3,USER00222,1,2026-01-07 10:42:06
ORD20250517000145,SKU0080,STORE018,Taobao,2025-05-17,120.18,1,USER00207,1,2026-01-09 21:41:11
ORD20250217000146,SKU0004,STORE004,Taobao,2025-02-17,1965.19,2,USER00148,0,2026-01-10 01:09:56
ORD20250405000147,SKU0013,STORE011,JD,2025-04-05,1624.77,2,USER00096,0,2026-01-04 16:38:06
ORD20251105000148,SKU0050,STORE005,Tmall,2025-11-05,685.85,1,USER00035,1,2026-01-09 11:50:33
ORD20250121000149,SKU0079,STORE009,Taobao,2025-01-21,26.51,1,USER00295,1,2026-01-01 14:23:51
ORD20250613000150,SKU0025,STORE019,JD,2025-06-13,766.28,1,USER00115,1,2026-01-06 15:05:15
ORD20251212000151,SKU0004,STORE016,WeChat,2025-12-12,695.56,1,USER00019,1,2026-01-09 01:13:15
ORD20250129000152,SKU0064,STORE014,Tmall,2025-01-29,865.60,1,USER00133,0,2026-01-05 06:27:05
ORD20251212000153,SKU0065,STORE003,Tmall,2025-12-12,596.06,1,USER00178,0,2026-01-02 19:22:45
ORD20251229000154,SKU0025,STORE009,JD,2025-12-29,865.02,1,USER00275,1,2026-01-05 22:28:30
ORD20250425000155,SKU0050,STORE017,JD,2025-04-25,845.03,1,USER00250,0,2026-01-10 11:12:57
ORD20250816000156,SKU0040,STORE018,Douyin,2025-08-16,2503.20,3,USER00115,0,2026-01-03 19:52:01
ORD20250113000157,SKU0057,STORE016,WeChat,2025-01-13,654.29,1,USER00017,1,2026-01-10 15:47:43
ORD20250821000158,SKU0079,STORE003,PDD,2025-08-21,31.92,1,USER00232,0,2026-01-01 08:50:00
ORD20250921000159,SKU0034,STORE017,WeChat,2025-09-21,185.80,1,USER00102,1,2026-01-06 07:39:01
ORD20250115000160,SKU0050,STORE013,Douyin,2025-01-15,700.45,1,USER00287,1,2026-01-09 14:52:02
ORD20250923000161,SKU0068,STORE019,PDD,2025-09-23,226.95,1,USER00284,0,2026-01-06 16:21:07
ORD20250120000162,SKU0065,STORE004,Tmall,2025-01-20,613.38,1,USER00115,0,2026-01-07 14:59:11
ORD20251205000163,SKU0030,STORE015,WeChat,2025-12-05,687.94,1,USER00090,0,2026-01-01 07:42:43
ORD20251007000164,SKU0052,STORE014,Taobao,2025-10-07,642.71,1,USER00040,0,2026-01-04 10:37:22
ORD20250209000165,SKU0027,STORE007,JD,2025-02-09,1498.66,3,USER00152,0,2026-01-01 08:40:04
ORD20250227000166,SKU0069,STORE004,Tmall,2025-02-27,364.68,1,USER00246,0,2026-01-07 22:13:18
ORD20250213000167,SKU0052,STORE019,JD,2025-02-13,1376.78,2,USER00041,0,2026-01-03 06:19:02
ORD20250826000168,SKU0051,STORE019,Tmall,2025-08-26,523.03,1,USER00106,1,2026-01-02 03:57:20
ORD20250706000169,SKU0054,STORE001,PDD,2025-07-06,770.74,1,USER00204,0,2026-01-04 01:13:13
ORD20250126000170,SKU0018,STORE005,Taobao,2025-01-26,710.01,1,USER00001,0,2026-01-10 13:42:56
ORD20250330000171,SKU0008,STORE018,JD,2025-03-30,936.45,2,USER00143,0,2026-01-09 15:21:40
ORD20250224000172,SKU0069,STORE004,JD,2025-02-24,318.68,1,USER00274,0,2026-01-05 21:07:51
ORD20250411000173,SKU0046,STORE020,Taobao,2025-04-11,523.95,1,USER00185,0,2026-01-07 06:41:36
ORD20250820000174,SKU0070,STORE007,WeChat,2025-08-20,881.75,1,USER00121,0,2026-01-02 01:27:27
ORD20250126000175,SKU0007,STORE005,Tmall,2025-01-26,1340.66,2,USER00113,0,2026-01-03 14:58:32
ORD20250722000176,SKU0068,STORE019,WeChat,2025-07-22,681.40,3,USER00054,0,2026-01-04 05:06:24
ORD20250114000177,SKU0027,STORE013,PDD,2025-01-14,543.86,1,USER00276,0,2026-01-08 19:07:55
ORD20250326000178,SKU0006,STORE007,Douyin,2025-03-26,455.03,1,USER00246,1,2026-01-03 12:03:56
ORD20250825000179,SKU0007,STORE001,Taobao,2025-08-25,656.52,1,USER00104,0,2026-01-02 09:17:55
ORD20251007000180,SKU0008,STORE010,Douyin,2025-10-07,821.36,2,USER00267,0,2026-01-04 16:54:33
ORD20250614000181,SKU0049,STORE017,Taobao,2025-06-14,997.07,2,USER00096,0,2026-01-07 10:47:30
ORD20250420000182,SKU0078,STORE005,Tmall,2025-04-20,3121.95,5,USER00293,1,2026-01-03 11:53:39
ORD20250410000183,SKU0002,STORE020,PDD,2025-04-10,336.81,3,USER00090,0,2026-01-08 11:02:14
ORD20250309000184,SKU0025,STORE003,Taobao,2025-03-09,1609.94,2,USER00256,0,2026-01-02 17:35:57
ORD20250109000185,SKU0011,STORE009,Taobao,2025-01-09,929.56,3,USER00279,0,2026-01-08 10:34:41
ORD20250323000186,SKU0038,STORE004,JD,2025-03-23,503.05,1,USER00010,0,2026-01-06 08:06:26
ORD20250202000187,SKU0022,STORE010,PDD,2025-02-02,1388.22,2,USER00297,1,2026-01-09 20:45:43
ORD20250308000188,SKU0034,STORE013,WeChat,2025-03-08,534.04,2,USER00259,0,2026-01-04 20:36:05
ORD20250807000189,SKU0074,STORE003,Douyin,2025-08-07,530.78,2,USER00066,1,2026-01-10 05:16:39
ORD20251224000190,SKU0019,STORE019,Douyin,2025-12-24,302.11,1,USER00247,0,2026-01-06 15:37:57
ORD20251016000191,SKU0023,STORE017,JD,2025-10-16,2070.14,3,USER00245,1,2026-01-03 22:07:30
ORD20250418000192,SKU0043,STORE007,Taobao,2025-04-18,347.82,1,USER00188,0,2026-01-09 06:16:02
ORD20250819000193,SKU0050,STORE001,Taobao,2025-08-19,776.61,1,USER00289,0,2026-01-07 11:13:17
ORD20250112000194,SKU0023,STORE012,Taobao,2025-01-12,2711.71,4,USER00247,0,2026-01-01 20:39:34
ORD20250121000195,SKU0037,STORE008,JD,2025-01-21,528.77,1,USER00164,0,2026-01-01 21:51:55
ORD20251107000196,SKU0040,STORE018,WeChat,2025-11-07,703.15,1,USER00203,1,2026-01-08 23:21:35
ORD20251129000197,SKU0032,STORE004,Tmall,2025-11-29,483.86,1,USER00079,1,2026-01-08 01:04:06
ORD20250118000198,SKU0030,STORE012,JD,2025-01-18,1614.07,2,USER00028,0,2026-01-05 10:58:51
ORD20250418000199,SKU0013,STORE014,JD,2025-04-18,757.75,1,USER00099,1,2026-01-07 07:07:30
ORD20251121000200,SKU0041,STORE017,Taobao,2025-11-21,632.02,1,USER00158,1,2026-01-10 02:08:49
ORD20250328000201,SKU0059,STORE016,PDD,2025-03-28,1115.54,2,USER00232,0,2026-01-04 18:09:27
ORD20250801000202,SKU0065,STORE011,PDD,2025-08-01,594.81,1,USER00140,0,2026-01-06 03:15:02
ORD20250926000203,SKU0006,STORE008,Tmall,2025-09-26,878.85,2,USER00276,1,2026-01-03 09:54:10
ORD20251210000204,SKU0007,STORE014,Taobao,2025-12-10,629.79,1,USER00108,0,2026-01-02 13:12:23
ORD20250414000205,SKU0045,STORE012,PDD,2025-04-14,202.15,1,USER00224,0,2026-01-07 00:40:51
ORD20251005000206,SKU0024,STORE005,Tmall,2025-10-05,569.32,1,USER00160,1,2026-01-06 04:29:04
ORD20250327000207,SKU0011,STORE012,PDD,2025-03-27,326.56,1,USER00288,0,2026-01-05 10:07:48
ORD20250425000208,SKU0028,STORE012,Taobao,2025-04-25,634.00,1,USER00292,0,2026-01-10 23:48:01
ORD20251105000209,SKU0061,STORE006,Taobao,2025-11-05,67.67,1,USER00038,1,2026-01-07 13:36:16
ORD20250824000210,SKU0027,STORE008,PDD,2025-08-24,938.00,2,USER00288,1,2026-01-09 17:54:59
ORD20250424000211,SKU0054,STORE006,WeChat,2025-04-24,770.65,1,USER00241,1,2026-01-05 15:16:09
ORD20250120000212,SKU0059,STORE014,Tmall,2025-01-20,581.30,1,USER00291,0,2026-01-09 23:12:52
ORD20250725000213,SKU0020,STORE020,Tmall,2025-07-25,258.08,2,USER00118,0,2026-01-05 19:42:03
ORD20250721000214,SKU0027,STORE003,Taobao,2025-07-21,495.23,1,USER00180,1,2026-01-04 20:20:15
ORD20250713000215,SKU0046,STORE003,JD,2025-07-13,509.56,1,USER00071,0,2026-01-03 10:47:56
ORD20250615000216,SKU0005,STORE016,Douyin,2025-06-15,3377.12,4,USER00092,0,2026-01-03 00:50:56
ORD20250327000217,SKU0021,STORE014,Tmall,2025-03-27,405.12,1,USER00081,0,2026-01-03 00:02:48
ORD20250404000218,SKU0064,STORE015,JD,2025-04-04,2296.20,3,USER00007,1,2026-01-06 22:08:48
ORD20250707000219,SKU0068,STORE019,Taobao,2025-07-07,228.86,1,USER00183,0,2026-01-04 03:15:13
ORD20250212000220,SKU0011,STORE006,Taobao,2025-02-12,973.72,3,USER00212,0,2026-01-02 02:30:19
ORD20250509000221,SKU0021,STORE019,Douyin,2025-05-09,468.30,1,USER00102,0,2026-01-06 12:32:35
ORD20251120000222,SKU0013,STORE006,Douyin,2025-11-20,801.94,1,USER00258,1,2026-01-01 12:49:18
ORD20250810000223,SKU0007,STORE001,WeChat,2025-08-10,734.85,1,USER00096,0,2026-01-01 04:28:52
ORD20250507000224,SKU0070,STORE009,Douyin,2025-05-07,891.69,1,USER00055,0,2026-01-03 07:46:44
ORD20251118000225,SKU0053,STORE008,Douyin,2025-11-18,771.72,1,USER00263,1,2026-01-03 04:01:35
ORD20250610000226,SKU0026,STORE014,Taobao,2025-06-10,109.02,1,USER00088,1,2026-01-07 11:03:18
ORD20251112000227,SKU0035,STORE020,JD,2025-11-12,877.39,1,USER00192,0,2026-01-03 09:54:40
ORD20250930000228,SKU0061,STORE008,PDD,2025-09-30,294.32,4,USER00024,0,2026-01-01 21:59:47
ORD20251002000229,SKU0022,STORE001,PDD,2025-10-02,1478.27,2,USER00010,0,2026-01-09 17:50:36
ORD20250225000230,SKU0052,STORE011,Tmall,2025-02-25,1410.70,2,USER00257,0,2026-01-10 08:04:47
ORD20250311000231,SKU0045,STORE004,Douyin,2025-03-11,141.78,1,USER00292,1,2026-01-05 17:01:14
ORD20250612000232,SKU0071,STORE015,JD,2025-06-12,834.28,2,USER00002,0,2026-01-10 21:38:12
ORD20250331000233,SKU0055,STORE010,Tmall,2025-03-31,748.36,1,USER00262,0,2026-01-10 11:15:37
ORD20250303000234,SKU0026,STORE015,WeChat,2025-03-03,288.34,2,USER00015,0,2026-01-05 21:02:43
ORD20250902000235,SKU0046,STORE006,PDD,2025-09-02,469.44,1,USER00013,0,2026-01-06 10:33:48
ORD20250910000236,SKU0010,STORE002,PDD,2025-09-10,462.23,1,USER00148,1,2026-01-05 05:27:57
ORD20250211000237,SKU0022,STORE002,Taobao,2025-02-11,1808.70,3,USER00179,1,2026-01-10 17:25:50
ORD20250219000238,SKU0058,STORE005,Tmall,2025-02-19,1642.80,3,USER00146,0,2026-01-08 13:20:57
ORD20250325000239,SKU0032,STORE013,Douyin,2025-03-25,1856.83,3,USER00125,1,2026-01-01 21:48:41
ORD20250526000240,SKU0053,STORE001,JD,2025-05-26,1341.32,2,USER00182,1,2026-01-02 12:48:43
ORD20250831000241,SKU0058,STORE020,Tmall,2025-08-31,1674.11,3,USER00061,0,2026-01-03 05:58:09
